id,created_date,year,category,name of actor,name of film
72027fee-d20d-4fd2-82ff-cd85425adddf,2022-06-21 15:15:05.673198,1954,Documentary (Feature),A Queen Is Crowned,"Castleton Knight, Producer"
501a04e9-035c-4434-9de9-35614c68dd2d,2022-06-21 15:15:05.674680,1954,Documentary (Short Subject),The Alaskan Eskimo,"Walt Disney, Producer"
971d83ef-b655-44ac-b794-ace429ce9d17,2022-06-21 15:15:05.675939,1954,Documentary (Short Subject),The Living City,"John Barnes, Producer"
2ce68b30-b329-4e1e-809d-07b7b2795c7e,2022-06-21 15:15:05.676634,1954,Documentary (Short Subject),Operation Blue Jay,United States Army Signal Corps
fa737f44-8fb6-49c8-a98d-a2cbeb653b28,2022-06-21 15:15:05.677183,1954,Documentary (Short Subject),They Planted a Stone,"James Carr, Producer"
e1607748-149b-404d-9bc3-b6a56f6c1bee,2022-06-21 15:15:05.677670,1954,Documentary (Short Subject),The Word,"John Healy and John Adams, Producers"
aaac85e0-9c50-46c9-9e64-538a25d37622,2022-06-21 15:15:05.678555,1954,Film Editing,From Here to Eternity,William Lyon
1142547e-bf13-49b7-93f4-f4b9d2871fbf,2022-06-21 15:15:05.679166,1954,Film Editing,Crazylegs,Irvine (Cotton) Warburton
a9c908c2-b6ed-49fc-98d9-048b3f451a1e,2022-06-21 15:15:05.679674,1954,Film Editing,The Moon Is Blue,Otto Ludwig
8fd82e9b-1649-4a04-af62-f8d693c2c178,2022-06-21 15:15:05.680153,1954,Film Editing,Roman Holiday,Robert Swink
01e636e4-6184-4381-861e-108c23202094,2022-06-21 15:15:05.680636,1954,Film Editing,The War of the Worlds,Everett Douglas
82b6e529-a905-4a3d-9b10-34fa6999fc6e,2022-06-21 15:15:05.681815,1954,Music (Music Score of a Dramatic or Comedy Picture),Lili,Bronislau Kaper
f44576fc-7809-465c-95ac-79651ac0c857,2022-06-21 15:15:05.683361,1954,Music (Music Score of a Dramatic or Comedy Picture),From Here to Eternity,"Morris Stoloff, George Duning"
49b623d9-2df5-415c-a8a6-164ac948f665,2022-06-21 15:15:05.684163,1954,Music (Music Score of a Dramatic or Comedy Picture),Julius Caesar,Miklos Rozsa
6b16aac8-276b-42e5-9dbe-ea014280aa2e,2022-06-21 15:15:05.684669,1954,Music (Music Score of a Dramatic or Comedy Picture),This Is Cinerama,Louis Forbes
2859bcf4-a788-4725-bd3c-d26521b1b5aa,2022-06-21 15:15:05.685549,1954,Music (Scoring of a Musical Picture),Call Me Madam,Alfred Newman
73d2a7f5-5295-4de3-98fa-0dbe98f06a13,2022-06-21 15:15:05.686087,1954,Music (Scoring of a Musical Picture),The Band Wagon,Adolph Deutsch
8981d37a-a3c2-4a77-bd8e-c5b402adab28,2022-06-21 15:15:05.686598,1954,Music (Scoring of a Musical Picture),Calamity Jane,Ray Heindorf
200ceb27-843d-45ec-865f-e034d9bd56b8,2022-06-21 15:15:05.687106,1954,Music (Scoring of a Musical Picture),"The 5,000 Fingers of Dr. T","Frederick Hollander, Morris Stoloff"
e9e4c5b6-4806-4217-8a76-e808598fa0e0,2022-06-21 15:15:05.687627,1954,Music (Scoring of a Musical Picture),Kiss Me Kate,"Andre Previn, Saul Chaplin"
78a99328-b12a-4972-beeb-9f8e3b0a7eb1,2022-06-21 15:15:05.688500,1954,Music (Song),Calamity Jane,"Secret Love in ""Calamity Jane"" Music by Sammy Fain; Lyrics by Paul Francis Webster"
a1b7a018-b641-44e8-bb1f-90a9efd842e1,2022-06-21 15:15:05.689018,1954,Music (Song),The Moon Is Blue,"The Moon Is Blue in ""The Moon Is Blue"" Music by Herschel Burke Gilbert; Lyrics by Sylvia Fine"
72efa972-971f-4ac0-bfd8-c4ad16f1ba46,2022-06-21 15:15:05.689719,1954,Music (Song),Small Town Girl,"My Flaming Heart in ""Small Town Girl"" Music by Nicholas Brodszky; Lyrics by Leo Robin"
eb57a13f-9711-4c9b-ad91-1e45eb0b91d9,2022-06-21 15:15:05.690759,1954,Music (Song),Miss Sadie Thompson,"Sadie Thompson's Song (Blue Pacific Blues) in ""Miss Sadie Thompson"" Music by Lester Lee; Lyrics by Ned Washington"
444dc293-59eb-4402-91c8-d4a8cd7c8a02,2022-06-21 15:15:05.691905,1954,Music (Song),The Caddy,"That's Amore in ""The Caddy"" Music by Harry Warren; Lyrics by Jack Brooks"
a6c138b6-8c30-4f48-8595-67c5d619959e,2022-06-21 15:15:05.692901,1954,Best Motion Picture,From Here to Eternity,"Buddy Adler, Producer"
5acc8c7c-b80a-441c-a864-d5af1fd7639c,2022-06-21 15:15:05.693482,1954,Best Motion Picture,Julius Caesar,"John Houseman, Producer"
16d22b81-086d-4fc8-a17e-cd2c82b084c0,2022-06-21 15:15:05.694069,1954,Best Motion Picture,The Robe,"Frank Ross, Producer"
e30f6335-341f-4289-8c73-59dfcb4702d7,2022-06-21 15:15:05.694534,1954,Best Motion Picture,Roman Holiday,"William Wyler, Producer"
d6f3942b-002f-4f4a-868b-f28420196727,2022-06-21 15:15:05.694987,1954,Best Motion Picture,Shane,"George Stevens, Producer"
3caf4393-4524-4a03-9c11-1eb72fd4ffdd,2022-06-21 15:15:05.695846,1954,Short Subject (Cartoon),"Toot, Whistle, Plunk and Boom","Walt Disney, Producer"
4cafd8c9-9a80-429e-aae4-2afc07f3141d,2022-06-21 15:15:05.696340,1954,Short Subject (Cartoon),Christopher Crumpet,"Stephen Bosustow, Producer"
a7976138-6815-4a41-a839-a85cdb47464c,2022-06-21 15:15:05.696799,1954,Short Subject (Cartoon),From A to Z-Z-Z-Z,"Edward Selzer, Producer"
1f0fe55b-70a7-4b13-911d-4cd232d72f3d,2022-06-21 15:15:05.697338,1954,Short Subject (Cartoon),Rugged Bear,"Walt Disney, Producer"
c52c7f5e-88f5-4ba3-b294-a1df13adbbe6,2022-06-21 15:15:05.697904,1954,Short Subject (Cartoon),The Tell Tale Heart,"Stephen Bosustow, Producer"
626c80dd-644f-4c93-a52e-2f968db20de8,2022-06-21 15:15:05.699848,1954,Short Subject (One-reel),The Merry Wives of Windsor Overture,"Johnny Green, Producer"
cc2557e5-231e-4c07-ab1a-d18f1bcbbb69,2022-06-21 15:15:05.700488,1954,Short Subject (One-reel),Christ among the Primitives,"Vincenzo Lucci-Chiarissi, Producer"
b65cea8a-3c54-4ce4-af0a-60a16eac36b6,2022-06-21 15:15:05.700996,1954,Short Subject (One-reel),Herring Hunt,National Film Board of Canada
912db35a-833f-4526-a417-42dc988b0be6,2022-06-21 15:15:05.701460,1954,Short Subject (One-reel),Joy of Living,"Boris Vermont, Producer"
c692ef6d-d7da-4c74-85a2-e91b94a3e8d5,2022-06-21 15:15:05.701917,1954,Short Subject (One-reel),Wee Water Wonders,"Jack Eaton, Producer"
4d7c1711-ab84-4143-aa3d-ed2ba1a44064,2022-06-21 15:15:05.702820,1954,Short Subject (Two-reel),Bear Country,"Walt Disney, Producer"
ac806a41-873b-446f-88bc-9648284df630,2022-06-21 15:15:05.703352,1954,Short Subject (Two-reel),Ben and Me,"Walt Disney, Producer"
46c082ae-b17b-4d11-a5b8-d2f00f1838d7,2022-06-21 15:15:05.703922,1954,Short Subject (Two-reel),Return to Glennascaul,Dublin Gate Theatre Productions
fee8bbc5-3729-4964-8a0c-7a5708d44890,2022-06-21 15:15:05.704418,1954,Short Subject (Two-reel),Vesuvius Express,"Otto Lang, Producer"
7eae07db-ef1c-42d2-8b8d-a65e741be0fa,2022-06-21 15:15:05.704874,1954,Short Subject (Two-reel),Winter Paradise,"Cedric Francis, Producer"
22444180-e2ea-447d-b40c-cd417865e478,2022-06-21 15:15:05.705762,1954,Sound Recording,From Here to Eternity,"Columbia Studio Sound Department, John P. Livadary, Sound Director"
fd651d11-d45c-421a-b1ba-9f0b2f36ccd2,2022-06-21 15:15:05.706927,1954,Sound Recording,Calamity Jane,"Warner Bros. Studio Sound Department, William A. Mueller, Sound Director"
8daa26bb-b9a3-4629-a939-2d6dac464606,2022-06-21 15:15:05.707982,1954,Sound Recording,Knights of the Round Table,"Metro-Goldwyn-Mayer Studio Sound Department, A. W. Watkins, Sound Director"
313148a4-e033-45a8-a970-389ded118733,2022-06-21 15:15:05.708533,1954,Sound Recording,The Mississippi Gambler,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
ca37d95e-7148-44a5-86ab-197d1910c8ce,2022-06-21 15:15:05.709035,1954,Sound Recording,The War of the Worlds,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
3439ca6b-b430-40dd-ba37-e67364f535a2,2022-06-21 15:15:05.709852,1954,Special Effects,The War of the Worlds,Paramount Studio
38484e53-7da7-49c4-b3e0-c79a2465c2ec,2022-06-21 15:15:05.710685,1954,Writing (Motion Picture Story),Roman Holiday,Dalton Trumbo
c538d459-1795-4538-823a-ca3816b590d9,2022-06-21 15:15:05.711174,1954,Writing (Motion Picture Story),Above and Beyond,"Beirne Lay, Jr."
05aa357b-573b-4dbd-9bbc-448dc90b2678,2022-06-21 15:15:05.711638,1954,Writing (Motion Picture Story),The Captain's Paradise,Alec Coppel
762c188e-fec1-4b91-bc4a-eba20ec23382,2022-06-21 15:15:05.712093,1954,Writing (Motion Picture Story),Little Fugitive,"Ray Ashley, Morris Engel, Ruth Orkin"
d62d0c60-c0c2-47d7-a9af-f081ff9acf32,2022-06-21 15:15:05.712958,1954,Writing (Screenplay),From Here to Eternity,Daniel Taradash
b4cfe70b-bbe3-4e8d-9823-bafe01d5ef25,2022-06-21 15:15:05.713450,1954,Writing (Screenplay),The Cruel Sea,Eric Ambler
86b1a791-16de-4a1a-95f3-316f0489ef64,2022-06-21 15:15:05.714080,1954,Writing (Screenplay),Lili,Helen Deutsch
db2b9492-5e06-47a0-b8da-e39233983049,2022-06-21 15:15:05.715354,1954,Writing (Screenplay),Roman Holiday,"Ian McLellan Hunter, John Dighton"
ab2d9267-d1a3-4575-9be7-7d5b7101dd8c,2022-06-21 15:15:05.716130,1954,Writing (Screenplay),Shane,"A. B. Guthrie, Jr."
de1a71a7-5515-4bae-88e6-56ef3575d872,2022-06-21 15:15:05.717058,1954,Writing (Story and Screenplay),Titanic,"Charles Brackett, Walter Reisch, Richard Breen"
76a6f704-9611-4026-aa0a-df3940c42b5c,2022-06-21 15:15:05.717570,1954,Writing (Story and Screenplay),The Band Wagon,"Betty Comden, Adolph Green"
7ee9214a-f71f-40a4-992c-158665d45375,2022-06-21 15:15:05.718053,1954,Writing (Story and Screenplay),The Desert Rats,Richard Murphy
9d001213-4db7-4f4d-970f-e5e41811da44,2022-06-21 15:15:05.718636,1954,Writing (Story and Screenplay),The Naked Spur,"Sam Rolfe, Harold Jack Bloom"
8bcf00c0-59b9-483d-9e4f-6a66905e1584,2022-06-21 15:15:05.719127,1954,Writing (Story and Screenplay),Take the High Ground,Millard Kaufman
a66581ef-6165-4863-8be1-d70355104422,2022-06-21 15:15:07.750548,1955,Actor,Marlon Brando,On the Waterfront
76a7f203-d8a4-4b3c-905a-9af70a934577,2022-06-21 15:15:07.751209,1955,Actor,Humphrey Bogart,The Caine Mutiny
3b765e57-407b-4e0c-8092-e9255926582e,2022-06-21 15:15:07.751726,1955,Actor,Bing Crosby,The Country Girl
5e9dd498-abd0-4263-8bc3-88319b8cbb53,2022-06-21 15:15:07.752295,1955,Actor,James Mason,A Star Is Born
5d17585e-559c-4932-be90-d68e282bcbd5,2022-06-21 15:15:07.752855,1955,Actor,Dan O'Herlihy,Adventures of Robinson Crusoe
ac2841bb-784b-4699-9a63-8100ba85bafc,2022-06-21 15:15:07.753888,1955,Actor in a Supporting Role,Edmond O'Brien,The Barefoot Contessa
9470c72e-09a0-4621-a29d-9ed5fce04e62,2022-06-21 15:15:07.754703,1955,Actor in a Supporting Role,Lee J. Cobb,On the Waterfront
17dd437f-f33d-4983-bd26-4c1c1880dcf0,2022-06-21 15:15:07.755447,1955,Actor in a Supporting Role,Karl Malden,On the Waterfront
8db4406b-6516-4e28-906a-b7d44efe1be2,2022-06-21 15:15:07.756169,1955,Actor in a Supporting Role,Rod Steiger,On the Waterfront
4acceb72-64f2-49c3-92d6-2eb2e79468eb,2022-06-21 15:15:07.756898,1955,Actor in a Supporting Role,Tom Tully,The Caine Mutiny
fd66bc13-176c-45b0-9f3e-771927b2606e,2022-06-21 15:15:07.758148,1955,Actress,Grace Kelly,The Country Girl
0f4ab2f9-9abb-4b1d-a445-eb74d69ac631,2022-06-21 15:15:07.758782,1955,Actress,Dorothy Dandridge,Carmen Jones
f5fd269a-c054-4ae4-8694-b83f56609294,2022-06-21 15:15:07.759485,1955,Actress,Judy Garland,A Star Is Born
b08e181e-be49-4060-87ee-c5fb0ef04c06,2022-06-21 15:15:07.760979,1955,Actress,Audrey Hepburn,Sabrina
6323297f-053d-4886-9c10-0576c537cfe5,2022-06-21 15:15:07.762100,1955,Actress,Jane Wyman,Magnificent Obsession
8a02dcb6-2e83-4c73-98e0-11b34a717d6e,2022-06-21 15:15:07.763113,1955,Actress in a Supporting Role,Eva Marie Saint,On the Waterfront
a9d2d72e-80e1-4ada-b205-0fbee255e872,2022-06-21 15:15:07.763626,1955,Actress in a Supporting Role,Nina Foch,Executive Suite
4cf6a4cc-1dc5-4870-a63c-d395452d514c,2022-06-21 15:15:07.764157,1955,Actress in a Supporting Role,Katy Jurado,Broken Lance
d3f175ab-b789-4245-85d7-ac2f46a9e255,2022-06-21 15:15:07.764653,1955,Actress in a Supporting Role,Jan Sterling,The High and the Mighty
36e41347-a984-4d14-b159-02f84f8c356b,2022-06-21 15:15:07.765120,1955,Actress in a Supporting Role,Claire Trevor,The High and the Mighty
24c3b22b-f41d-4dd9-aa21-76f487628237,2022-06-21 15:15:07.765996,1955,Art Direction (Black-and-White),On the Waterfront,Richard Day
93cf92bf-5844-4a28-b27d-579b951c4c53,2022-06-21 15:15:07.766495,1955,Art Direction (Black-and-White),The Country Girl,"Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Grace Gregory"
c7a9c69d-8bb5-49a8-8023-9cdc7a075d1e,2022-06-21 15:15:07.766979,1955,Art Direction (Black-and-White),Executive Suite,"Art Direction: Cedric Gibbons, Edward Carfagno; Set Decoration: Edwin B. Willis, Emile Kuri"
0ff7c3ae-147c-449d-84e2-1bdd9bb167dd,2022-06-21 15:15:07.767571,1955,Art Direction (Black-and-White),Le Plaisir,Max Ophuls
a17af152-e368-4831-b90c-e70983a4f2de,2022-06-21 15:15:07.768072,1955,Art Direction (Black-and-White),Sabrina,"Art Direction: Hal Pereira, Walter Tyler; Set Decoration: Sam Comer, Ray Moyer"
a85d6560-547c-46a1-9072-e6f00269821b,2022-06-21 15:15:07.768954,1955,Art Direction (Color),"20,000 Leagues under the Sea",Art Direction: John Meehan; Set Decoration: Emile Kuri
c599a29d-7e1c-4111-8302-86120e8d2852,2022-06-21 15:15:07.769483,1955,Art Direction (Color),Brigadoon,"Art Direction: Cedric Gibbons, Preston Ames; Set Decoration: Edwin B. Willis, Keogh Gleason"
3e852611-eb08-41b9-b3cd-3c5565bf00a5,2022-06-21 15:15:07.770631,1955,Art Direction (Color),Desiree,"Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Walter M. Scott, Paul S. Fox"
85269b62-7f41-4977-8ffc-50b97c2dd737,2022-06-21 15:15:07.771675,1955,Art Direction (Color),Red Garters,"Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Ray Moyer"
f3fb3542-97a8-4965-a72c-ce022fa56b4d,2022-06-21 15:15:07.772560,1955,Art Direction (Color),A Star Is Born,"Art Direction: Malcolm Bert, Gene Allen, Irene Sharaff; Set Decoration: George James Hopkins"
dc6a2abf-3a88-4962-b0d4-e69f43889581,2022-06-21 15:15:07.774016,1955,Cinematography (Black-and-White),On the Waterfront,Boris Kaufman
dcd31e4d-a46d-4fbb-a850-e4c7df6e46da,2022-06-21 15:15:07.774708,1955,Cinematography (Black-and-White),The Country Girl,John F. Warren
2c5ac1bf-b890-416f-b6d3-fab468d507b4,2022-06-21 15:15:07.776240,1955,Cinematography (Black-and-White),Executive Suite,George Folsey
016ece78-83cd-4934-a48f-5bff2f42d495,2022-06-21 15:15:07.777041,1955,Cinematography (Black-and-White),Rogue Cop,John Seitz
3cd1932b-44fd-4a74-8dd7-e14a451b7591,2022-06-21 15:15:07.778196,1955,Cinematography (Black-and-White),Sabrina,"Charles Lang, Jr."
1e652b6f-6d12-4e4b-b139-4df116b5a899,2022-06-21 15:15:07.779117,1955,Cinematography (Color),Three Coins in the Fountain,Milton Krasner
f69be7cc-9618-419c-a05a-4bc699fbd7c9,2022-06-21 15:15:07.779623,1955,Cinematography (Color),The Egyptian,Leon Shamroy
05f93310-604c-43ab-a5c4-53728ddeba18,2022-06-21 15:15:07.780147,1955,Cinematography (Color),Rear Window,Robert Burks
3a461a19-39fd-42c5-9840-ee3aa82de44d,2022-06-21 15:15:07.780627,1955,Cinematography (Color),Seven Brides for Seven Brothers,George Folsey
0ad0cb17-ba3f-412d-9afa-48e2fa55d18d,2022-06-21 15:15:07.781106,1955,Cinematography (Color),The Silver Chalice,William V. Skall
1b05e9a2-b137-413a-97c7-553c3d45d69e,2022-06-21 15:15:07.781976,1955,Costume Design (Black-and-White),Sabrina,Edith Head
a39d45ac-42b3-4b71-bcf4-36cc688886fe,2022-06-21 15:15:07.782470,1955,Costume Design (Black-and-White),The Earrings of Madame de...,"Georges Annenkov, Rosine Delamare"
d0e00edc-ba4d-4c88-9d81-f96b0283cb1e,2022-06-21 15:15:07.783062,1955,Costume Design (Black-and-White),Executive Suite,Helen Rose
22136ad8-ecd9-4931-9945-e8dd3db4ec03,2022-06-21 15:15:07.783581,1955,Costume Design (Black-and-White),Indiscretion of an American Wife,Christian Dior
b1ada4b5-2e66-4547-bbdf-0ab36c70580e,2022-06-21 15:15:07.784060,1955,Costume Design (Black-and-White),It Should Happen to You,Jean Louis
8e460aee-0dd8-4ec8-b8a7-1f79e13c64a7,2022-06-21 15:15:07.784935,1955,Costume Design (Color),Gate of Hell,Sanzo Wada
9c6fa463-b318-4964-b845-76768e7f1c19,2022-06-21 15:15:07.785436,1955,Costume Design (Color),Brigadoon,Irene Sharaff
f3d51b84-b76a-4025-ab55-245f63c3727f,2022-06-21 15:15:07.785928,1955,Costume Design (Color),Desiree,Desiree
67959d46-0ec2-498d-9c50-0f16907e7b50,2022-06-21 15:15:07.786525,1955,Costume Design (Color),A Star Is Born,"Jean Louis, Mary Ann Nyberg, Irene Sharaff"
22736181-0af0-47d5-9939-943e8682f0db,2022-06-21 15:15:07.787475,1955,Costume Design (Color),There's No Business Like Show Business,"Charles LeMaire, Travilla, Miles White"
002149c4-cee8-4f60-9eb6-f7b001ca6d3d,2022-06-21 15:15:07.788709,1955,Directing,On the Waterfront,Elia Kazan
895658e3-b8eb-47a4-97cd-d779cbf79a1b,2022-06-21 15:15:07.789393,1955,Directing,The Country Girl,George Seaton
43e77d64-20ee-4f67-b554-848c4362c927,2022-06-21 15:15:07.790047,1955,Directing,The High and the Mighty,William Wellman
99843534-f3a4-4e71-b94c-e2e6932c11aa,2022-06-21 15:15:07.790780,1955,Directing,Rear Window,Alfred Hitchcock
425dcaf4-0ae9-4e38-a34d-5a0500f3e519,2022-06-21 15:15:07.791582,1955,Directing,Sabrina,Billy Wilder
dc945764-74dc-4b58-99d8-7414964fb44d,2022-06-21 15:15:07.793096,1955,Documentary (Feature),The Vanishing Prairie,"Walt Disney, Producer"
32e6f4b4-ae3f-466e-ae80-552c6b10700c,2022-06-21 15:15:07.794408,1955,Documentary (Feature),The Stratford Adventure,"Guy Glover, Producer"
511d8ca1-6cca-4024-8d04-da367ac0457c,2022-06-21 15:15:07.796272,1955,Documentary (Short Subject),Thursday's Children,World Wide Pictures and Morse Films
d9b6a5a9-8828-4f3b-87f9-d1630c291c28,2022-06-21 15:15:07.797212,1955,Documentary (Short Subject),Jet Carrier,"Otto Lang, Producer"
8bd397f7-ed79-4887-9bc8-d1bdb28146b5,2022-06-21 15:15:07.797713,1955,Documentary (Short Subject),Rembrandt: A Self-Portrait,"Morrie Roizman, Producer"
4cff6f0e-51cf-4235-b2fb-fa087becaabb,2022-06-21 15:15:07.798597,1955,Film Editing,On the Waterfront,Gene Milford
96dd2702-46e3-4205-90a6-14cecc8d81fb,2022-06-21 15:15:07.799103,1955,Film Editing,The Caine Mutiny,"William A. Lyon, Henry Batista"
0399c0a2-ed38-44c5-af36-3789adcfa723,2022-06-21 15:15:07.799614,1955,Film Editing,The High and the Mighty,Ralph Dawson
ede56d45-a407-4ff9-9e0d-59a214380d06,2022-06-21 15:15:07.800087,1955,Film Editing,Seven Brides for Seven Brothers,Ralph E. Winters
6318962a-5062-4cc6-a392-653a07d3ed81,2022-06-21 15:15:07.800728,1955,Film Editing,"20,000 Leagues under the Sea",Elmo Williams
0cd563a9-4df9-4c84-861d-850e44b75f25,2022-06-21 15:15:07.801481,1955,Honorary Award,The Little Kidnappers,Special Award
963d138e-d6c0-4c2e-859e-72e5a19fe4ad,2022-06-21 15:15:07.802209,1955,Honorary Foreign Language Film Award,Gate of Hell,Special Award
8857d428-6e9a-465d-8339-f7963798dd98,2022-06-21 15:15:07.803107,1955,Music (Music Score of a Dramatic or Comedy Picture),The High and the Mighty,Dimitri Tiomkin
c757c73b-c48a-4e21-bf6c-0d9c55ceed92,2022-06-21 15:15:07.804012,1955,Music (Music Score of a Dramatic or Comedy Picture),The Caine Mutiny,Max Steiner
ff7f7888-53a9-4c9b-ba1b-84d21920f17c,2022-06-21 15:15:07.804876,1955,Music (Music Score of a Dramatic or Comedy Picture),Genevieve,Larry Adler
7a9d66a5-9d9e-497e-997c-9f7624ebb71e,2022-06-21 15:15:07.805692,1955,Music (Music Score of a Dramatic or Comedy Picture),On the Waterfront,Leonard Bernstein
fda31c97-eab4-4df0-a1a7-5940060c63d1,2022-06-21 15:15:07.806599,1955,Music (Music Score of a Dramatic or Comedy Picture),The Silver Chalice,Franz Waxman
b6b6da06-45e4-4907-b3f7-6434fce4bd64,2022-06-21 15:15:07.807913,1955,Music (Scoring of a Musical Picture),Seven Brides for Seven Brothers,"Adolph Deutsch, Saul Chaplin"
19e44d13-566b-4eb1-9bd8-26881a67c13f,2022-06-21 15:15:07.808657,1955,Music (Scoring of a Musical Picture),Carmen Jones,Herschel Burke Gilbert
1f0dfb08-5c71-4edb-9270-b7e8bcd59102,2022-06-21 15:15:07.810213,1955,Music (Scoring of a Musical Picture),The Glenn Miller Story,"Joseph Gershenson, Henry Mancini"
3ed74fa8-fc36-4d86-865d-074dcc1a98b5,2022-06-21 15:15:07.811506,1955,Music (Scoring of a Musical Picture),A Star Is Born,Ray Heindorf
8d25560e-afed-4def-8d34-d3ca4431ed63,2022-06-21 15:15:07.812123,1955,Music (Scoring of a Musical Picture),There's No Business Like Show Business,"Alfred Newman, Lionel Newman"
73c33a89-ed99-4eb6-b30f-b25a81d95f27,2022-06-21 15:15:07.813015,1955,Music (Song),Three Coins in the Fountain,"Three Coins In The Fountain in ""Three Coins in the Fountain"" Music by Jule Styne; Lyrics by Sammy Cahn"
bd4094a7-7420-4b58-84c9-60116fc34818,2022-06-21 15:15:07.813510,1955,Music (Song),White Christmas,"Count Your Blessings Instead Of Sheep in ""White Christmas"" Music and Lyrics by Irving Berlin"
38174f5d-404d-4656-ac33-52c766150a9f,2022-06-21 15:15:07.813980,1955,Music (Song),The High and the Mighty,"The High And The Mighty in ""The High and the Mighty"" Music by Dimitri Tiomkin; Lyrics by Ned Washington"
605ee63f-645a-4ce5-8c89-6fc47ba6fb30,2022-06-21 15:15:07.814446,1955,Music (Song),Susan Slept Here,"Hold My Hand in ""Susan Slept Here"" Music and Lyrics by Jack Lawrence and Richard Myers"
e88479e5-0f93-497d-b2bb-36a2d4f0ebf3,2022-06-21 15:15:07.814972,1955,Music (Song),A Star Is Born,"The Man That Got Away in ""A Star Is Born"" Music by Harold Arlen; Lyrics by Ira Gershwin"
1d970492-ed92-49cb-ad15-358e593f6282,2022-06-21 15:15:07.815851,1955,Best Motion Picture,On the Waterfront,"Sam Spiegel, Producer"
f29adea8-2ad6-4d38-a398-af850f935ebd,2022-06-21 15:15:07.816342,1955,Best Motion Picture,The Caine Mutiny,"Stanley Kramer, Producer"
7f964643-3ee0-4982-b2ed-e83872defd7d,2022-06-21 15:15:07.816906,1955,Best Motion Picture,The Country Girl,"William Perlberg, Producer"
1b82bfd9-1b4c-44a6-a9db-5215f30deb46,2022-06-21 15:15:07.817371,1955,Best Motion Picture,Seven Brides for Seven Brothers,"Jack Cummings, Producer"
099034e7-2fa1-4487-9e32-42225624e214,2022-06-21 15:15:07.817828,1955,Best Motion Picture,Three Coins in the Fountain,"Sol C. Siegel, Producer"
f53fc40d-51da-4e29-9256-217ba45b4f3e,2022-06-21 15:15:07.818676,1955,Short Subject (Cartoon),When Magoo Flew,"Stephen Bosustow, Producer"
54b599ef-49b1-4eae-8bd1-f444a400ed60,2022-06-21 15:15:07.819170,1955,Short Subject (Cartoon),Crazy Mixed Up Pup,"Walter Lantz, Producer"
707fc7b5-0258-4ce8-bb9c-bdb24e1ed88f,2022-06-21 15:15:07.819686,1955,Short Subject (Cartoon),Pigs Is Pigs,"Walt Disney, Producer"
eec4439d-f243-4ae6-8cf0-07ebc456442b,2022-06-21 15:15:07.820334,1955,Short Subject (Cartoon),Sandy Claws,"Edward Selzer, Producer"
d7e87e62-82d1-4049-a52d-cac9f2751000,2022-06-21 15:15:07.821008,1955,Short Subject (Cartoon),"Touché, Pussy Cat","Fred Quimby, Producer"
73ad090a-e0d1-41ae-b76f-40032694b46c,2022-06-21 15:15:07.822361,1955,Short Subject (One-reel),This Mechanical Age,"Robert Youngson, Producer"
e59f7d9f-0f09-4696-bc97-f9f5891da4d9,2022-06-21 15:15:07.823244,1955,Short Subject (One-reel),The First Piano Quartette,"Otto Lang, Producer"
781350b3-1c61-45cf-bb1e-137ea6e5d114,2022-06-21 15:15:07.824029,1955,Short Subject (One-reel),The Strauss Fantasy,"Johnny Green, Producer"
54b1ba70-e9ad-4b70-900d-9b05b699041b,2022-06-21 15:15:07.825224,1955,Short Subject (Two-reel),A Time Out of War,"Denis Sanders and Terry Sanders, Producers"
d55ae389-ccbc-442e-94f1-54c0bfb17e7a,2022-06-21 15:15:07.826553,1955,Short Subject (Two-reel),Beauty and the Bull,"Cedric Francis, Producer"
6a4e5759-4be3-40a6-a80b-76cd773421ed,2022-06-21 15:15:07.828109,1955,Short Subject (Two-reel),Jet Carrier,"Otto Lang, Producer"
4e3581e7-466d-4724-8bb4-fb2d2d36eacc,2022-06-21 15:15:07.828719,1955,Short Subject (Two-reel),Siam,"Walt Disney, Producer"
e17154a0-fbcf-4bee-a02f-c5ad7587068b,2022-06-21 15:15:07.829602,1955,Sound Recording,The Glenn Miller Story,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
c5784ba6-3a8f-418e-bcf7-e3fef87ddbe0,2022-06-21 15:15:07.830092,1955,Sound Recording,Brigadoon,"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director"
c7634999-556d-4ddd-81c7-872dd57cfcb5,2022-06-21 15:15:07.830557,1955,Sound Recording,The Caine Mutiny,"Columbia Studio Sound Department, John P. Livadary, Sound Director"
d82696bc-1f6b-4d55-b47f-cb3ebb144f05,2022-06-21 15:15:07.831098,1955,Sound Recording,Rear Window,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
6c125cd3-c1d7-4197-ad9e-4219cdce6a73,2022-06-21 15:15:07.831555,1955,Sound Recording,Susan Slept Here,"RKO Radio Studio Sound Department, John O. Aalberg, Sound Director"
