id,created_date,year,category,name of actor,name of film
acd60e9e-9023-4da4-b103-ed3fbf7d4d99,2022-06-21 15:15:46.742741,1979,Actor in a Leading Role,Gary Busey,The Buddy Holly Story
e8b0aac3-dc2e-4ce8-b0af-d12c4ddd0f18,2022-06-21 15:15:46.744445,1979,Actor in a Leading Role,Robert De Niro,The Deer Hunter
50f00ca3-b06d-4f5f-bfef-f3eeb750acec,2022-06-21 15:15:46.745161,1979,Actor in a Leading Role,Laurence Olivier,The Boys from Brazil
5747f0d8-12fd-4da6-a116-b6dcdbe6f9ff,2022-06-21 15:15:46.746026,1979,Actor in a Supporting Role,Christopher Walken,The Deer Hunter
1186e27a-b570-41f1-8161-6d98f2ffd04f,2022-06-21 15:15:46.746537,1979,Actor in a Supporting Role,Bruce Dern,Coming Home
22b8f319-686b-4182-b079-2100e3031aae,2022-06-21 15:15:46.747013,1979,Actor in a Supporting Role,Richard Farnsworth,Comes a Horseman
4d0888e1-ccc4-45a5-bc4e-cfe65ccbe596,2022-06-21 15:15:46.747476,1979,Actor in a Supporting Role,John Hurt,Midnight Express
e173b2e7-1812-4c30-b4d3-3dba520261a5,2022-06-21 15:15:46.747933,1979,Actor in a Supporting Role,Jack Warden,Heaven Can Wait
b8690bdd-936a-428e-ac76-47d17c6e31d3,2022-06-21 15:15:46.748785,1979,Actress in a Leading Role,Jane Fonda,Coming Home
0ec021f5-f8c8-4399-9417-fba873eba3f5,2022-06-21 15:15:46.749285,1979,Actress in a Leading Role,Ingrid Bergman,Autumn Sonata
fce64ba4-6271-4850-9ecb-d008b7e658cb,2022-06-21 15:15:46.749755,1979,Actress in a Leading Role,Ellen Burstyn,"Same Time, Next Year"
3c144850-d801-478a-83e9-24327a10be55,2022-06-21 15:15:46.750279,1979,Actress in a Leading Role,Jill Clayburgh,An Unmarried Woman
086fb924-0639-4161-9477-1a198c3995ab,2022-06-21 15:15:46.751295,1979,Actress in a Leading Role,Geraldine Page,Interiors
958a9d85-0bd2-4d84-95fa-2b2fe7f7dcf1,2022-06-21 15:15:46.752363,1979,Actress in a Supporting Role,Maggie Smith,California Suite
f88e4b88-2ffc-4cbd-8efb-b7b39347b3bb,2022-06-21 15:15:46.752917,1979,Actress in a Supporting Role,Dyan Cannon,Heaven Can Wait
f4c3f6cf-04e2-4778-a594-634ed6a39a74,2022-06-21 15:15:46.754812,1979,Actress in a Supporting Role,Penelope Milford,Coming Home
e259751e-ef63-42a3-96da-57adc3dde42c,2022-06-21 15:15:46.755624,1979,Actress in a Supporting Role,Maureen Stapleton,Interiors
fdf743a2-d8fd-4f5d-89ad-075f796b2320,2022-06-21 15:15:46.756175,1979,Actress in a Supporting Role,Meryl Streep,The Deer Hunter
b2ec7ae9-e023-42f3-9a78-24542dc8380a,2022-06-21 15:15:46.757535,1979,Art Direction,Heaven Can Wait,"Art Direction: Paul Sylbert, Edwin O'Donovan; Set Decoration: George Gaines"
1d74652d-c9ff-44aa-97a4-1df0d250ce31,2022-06-21 15:15:46.758212,1979,Art Direction,The Brink's Job,"Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson, Bruce Kay"
3dc2c691-ac29-4c17-a881-0efcd8025bd7,2022-06-21 15:15:46.758798,1979,Art Direction,California Suite,Art Direction: Albert Brenner; Set Decoration: Marvin March
c48027da-e7cf-42ab-9bde-7d101310c3c1,2022-06-21 15:15:46.759394,1979,Art Direction,Interiors,Art Direction: Mel Bourne; Set Decoration: Daniel Robert
75b23027-a09c-401b-b449-cb27dfe2946e,2022-06-21 15:15:46.760658,1979,Art Direction,The Wiz,"Art Direction: Tony Walton, Philip Rosenberg; Set Decoration: Edward Stewart, Robert Drumheller"
33f0dd20-28b0-4a6d-9656-0948a268e9a5,2022-06-21 15:15:46.761975,1979,Cinematography,Days of Heaven,Nestor Almendros
60781433-5d81-4353-8a53-f0bd34ca64da,2022-06-21 15:15:46.762556,1979,Cinematography,The Deer Hunter,Vilmos Zsigmond
37d07684-d85b-4d42-bacf-0e8233b0439f,2022-06-21 15:15:46.763095,1979,Cinematography,Heaven Can Wait,William A. Fraker
59f44bbd-afec-4d75-8ad5-2c9b993f7906,2022-06-21 15:15:46.763587,1979,Cinematography,"Same Time, Next Year",Robert Surtees
70153ee0-ae5e-492b-a704-4c5dff290d3b,2022-06-21 15:15:46.764055,1979,Cinematography,The Wiz,Oswald Morris
f930919f-5ae0-421e-ab9a-61b27629650e,2022-06-21 15:15:46.764942,1979,Costume Design,Death on the Nile,Anthony Powell
b916c44c-da39-445e-aa58-e54b959e9301,2022-06-21 15:15:46.765437,1979,Costume Design,Caravans,Renie Conley
61a0987a-3e87-4d4c-b4bd-4a2916d88459,2022-06-21 15:15:46.766034,1979,Costume Design,Days of Heaven,Patricia Norris
5dd8adb5-677e-4e0f-b819-1d6195ef96f7,2022-06-21 15:15:46.766509,1979,Costume Design,The Swarm,Paul Zastupnevich
f21d0cfb-8932-42e5-86e7-3fd45038cf65,2022-06-21 15:15:46.767662,1979,Costume Design,The Wiz,Tony Walton
28bcfd81-970f-4d70-b427-cf7ddc222ac8,2022-06-21 15:15:46.768761,1979,Directing,The Deer Hunter,Michael Cimino
61659cc0-4bfa-4355-9b1b-77b0c1a6ecab,2022-06-21 15:15:46.769503,1979,Directing,Coming Home,Hal Ashby
c5eb3047-e8b6-4adb-8896-96d5c637f631,2022-06-21 15:15:46.770347,1979,Directing,Heaven Can Wait,"Warren Beatty, Buck Henry"
849359db-3fb7-4532-983d-044c2236c255,2022-06-21 15:15:46.771025,1979,Directing,Interiors,Woody Allen
2d711789-84e5-4148-b943-6c8e6521b291,2022-06-21 15:15:46.771505,1979,Directing,Midnight Express,Alan Parker
55b3886d-3a77-4a5a-9730-77e3d5ae4492,2022-06-21 15:15:46.772361,1979,Documentary (Feature),Scared Straight!,"Arnold Shapiro, Producer"
54cd4893-d90f-47d3-8c89-fb873062831b,2022-06-21 15:15:46.772857,1979,Documentary (Feature),The Lovers' Wind,"Albert Lamorisse, Producer"
719983cf-dcc6-43d8-ace2-ae2c3465fd60,2022-06-21 15:15:46.773899,1979,Documentary (Feature),Mysterious Castles of Clay,"Alan Root, Producer"
763e4992-5dc7-495b-98d1-287b4620cfdb,2022-06-21 15:15:46.775343,1979,Documentary (Feature),Raoni,"Jean-Pierre Dutilleux, Barry Williams and Michel Gast, Producers"
0a42e304-2244-4d4e-a312-66551c384b45,2022-06-21 15:15:46.776344,1979,Documentary (Feature),With Babies and Banners: Story of the Women's Emergency Brigade,"Anne Bohlen, Lyn Goldfarb and Lorraine Gray, Producers"
fae6397d-50dc-4679-9e55-125f40488b6d,2022-06-21 15:15:46.779590,1979,Documentary (Short Subject),The Flight of the Gossamer Condor,"Jacqueline Phillips Shedd and Ben Shedd, Producers"
c70f1ad4-28eb-4ef7-a275-bd931a83f779,2022-06-21 15:15:46.780651,1979,Documentary (Short Subject),The Divided Trail: A Native American Odyssey,"Jerry Aronson, Producer"
e1b335c6-ebb9-4efa-b454-d71de02d7f42,2022-06-21 15:15:46.781521,1979,Documentary (Short Subject),An Encounter with Faces,"K.K. Kapil, Producer"
f48689e7-be6e-497e-a35f-baf4b5fbce5c,2022-06-21 15:15:46.782939,1979,Documentary (Short Subject),Goodnight Miss Ann,"August Cinquegrana, Producer"
cf1cb5de-9ebb-42d1-b338-3f9f564ece08,2022-06-21 15:15:46.784837,1979,Documentary (Short Subject),Squires of San Quentin,"J. Gary Mitchell, Producer"
73194087-435f-4305-a655-0bc99708cb94,2022-06-21 15:15:46.786674,1979,Film Editing,The Deer Hunter,Peter Zinner
3fd5d491-7064-4a06-b8a5-29cf68eb479c,2022-06-21 15:15:46.789410,1979,Film Editing,The Boys from Brazil,Robert E. Swink
24169eae-8073-49bf-b299-1ee232e1b0e0,2022-06-21 15:15:46.796334,1979,Film Editing,Coming Home,Don Zimmerman
95272a43-8187-4e7b-a8cc-307ad72b4733,2022-06-21 15:15:46.797375,1979,Film Editing,Midnight Express,Gerry Hambling
25d8ca62-f86a-4775-ab96-1c755b736305,2022-06-21 15:15:46.799857,1979,Film Editing,Superman,Stuart Baird
52ab3cae-150e-40f0-a710-51633341b72d,2022-06-21 15:15:46.802606,1979,Foreign Language Film,Get Out Your Handkerchiefs,France
9db2c102-6ac2-4ef3-a313-b9bd24763f25,2022-06-21 15:15:46.804020,1979,Foreign Language Film,The Glass Cell,German Federal Republic
349752e6-4a25-4d8e-9e5f-9bc38e339961,2022-06-21 15:15:46.805023,1979,Foreign Language Film,Hungarians,Hungary
0c512ec4-6155-48ef-8ff4-ccd23ac29574,2022-06-21 15:15:46.806470,1979,Foreign Language Film,Viva Italia!,Italy
3b4a1e72-4645-4d8f-b38f-6b740aed3f26,2022-06-21 15:15:46.808578,1979,Foreign Language Film,White Bim Black Ear,Union of Soviet Socialist Republics
bf883f6a-e297-4a70-9733-a1aaea7a0579,2022-06-21 15:15:46.814160,1979,Music (Adaptation Score),The Buddy Holly Story,Joe Renzetti
f9d296ea-1038-4519-9b22-7ada467a2cbd,2022-06-21 15:15:46.815469,1979,Music (Adaptation Score),Pretty Baby,Jerry Wexler
f9fb5442-144e-4dfd-b5d8-5e4d19e6a417,2022-06-21 15:15:46.817230,1979,Music (Adaptation Score),The Wiz,Quincy Jones
0dc3b1b8-8073-41cb-8dd9-777388dad57a,2022-06-21 15:15:46.822068,1979,Music (Original Score),Midnight Express,Giorgio Moroder
d07d245b-0a42-45b4-91d1-347cdee3ae9e,2022-06-21 15:15:46.824571,1979,Music (Original Score),The Boys from Brazil,Jerry Goldsmith
fa59fc92-a9fa-4941-98ad-b95aece69417,2022-06-21 15:15:46.827605,1979,Music (Original Score),Days of Heaven,Ennio Morricone
c9c3a06f-e91e-46da-8f25-de75db520afb,2022-06-21 15:15:46.830640,1979,Music (Original Score),Heaven Can Wait,Dave Grusin
889178d6-8a12-4a03-8ab3-b4404bd6852e,2022-06-21 15:15:46.831464,1979,Music (Original Score),Superman,John Williams
09c4288e-c848-435f-a69f-e9c95141e198,2022-06-21 15:15:46.832673,1979,Music (Original Song),Thank God It's Friday,"Last Dance in ""Thank God It's Friday"" Music and Lyrics by Paul Jabara"
3e65d4bd-8ab8-417c-8b80-1fbf80d5bf99,2022-06-21 15:15:46.833863,1979,Music (Original Song),Grease,"Hopelessly Devoted To You in ""Grease"" Music and Lyrics by John Farrar"
fc1c9301-e72b-4c46-b06a-4b5116964cef,2022-06-21 15:15:46.834709,1979,Music (Original Song),"Same Time, Next Year","The Last Time I Felt Like This in ""Same Time, Next Year"" Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman"
c15a42fc-5a14-457d-8908-74e5d7d6b2e8,2022-06-21 15:15:46.835345,1979,Music (Original Song),Foul Play,"Ready To Take A Chance Again in ""Foul Play"" Music by Charles Fox; Lyrics by Norman Gimbel"
10a5fbfb-e586-4b91-ba36-d544f4d2b981,2022-06-21 15:15:46.836055,1979,Music (Original Song),The Magic of Lassie,"When You're Loved in ""The Magic of Lassie"" Music and Lyrics by Richard M. Sherman and Robert B. Sherman"
7820c73c-811b-4c33-9d42-97688fef611f,2022-06-21 15:15:46.837426,1979,Best Picture,The Deer Hunter,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers"
b0e44d0d-29cf-48bc-95f8-be2f80de31e1,2022-06-21 15:15:46.838629,1979,Best Picture,Coming Home,"Jerome Hellman, Producer"
8464c152-6430-43ce-af32-6f4a1115fdad,2022-06-21 15:15:46.839773,1979,Best Picture,Heaven Can Wait,"Warren Beatty, Producer"
782e749c-92ad-4f66-b5df-3c9b869d0c27,2022-06-21 15:15:46.840583,1979,Best Picture,Midnight Express,"Alan Marshall and David Puttnam, Producers"
750ef9b2-f6af-4940-9bf5-12f7b643c487,2022-06-21 15:15:46.841585,1979,Best Picture,An Unmarried Woman,"Paul Mazursky and Tony Ray, Producers"
af6e8496-69c4-4df5-a755-d18a16563ecd,2022-06-21 15:15:46.843141,1979,Short Film (Animated),Special Delivery,"Eunice Macaulay and John Weldon, Producers"
96650b6c-0640-434f-ae8a-af723c432f1d,2022-06-21 15:15:46.844620,1979,Short Film (Animated),Oh My Darling,"Nico Crama, Producer"
010587ac-52c0-4447-806c-4dcec3e9ad8c,2022-06-21 15:15:46.845888,1979,Short Film (Animated),Rip Van Winkle,"Will Vinton, Producer"
01b23d7d-1c78-44c2-83f3-cf3581b579f2,2022-06-21 15:15:46.847003,1979,Short Film (Live Action),Teenage Father,"Taylor Hackford, Producer"
95ae4144-f1ac-48c8-b140-3e7962bd6734,2022-06-21 15:15:46.847572,1979,Short Film (Live Action),A Different Approach,"Jim Belcher and Fern Field, Producers"
2cf3bc70-1c2a-44e0-a946-7944828563b0,2022-06-21 15:15:46.848113,1979,Short Film (Live Action),Mandy's Grandmother,"Andrew Sugerman, Producer"
499438ae-d425-4e1f-9532-6ff9f5b39e6f,2022-06-21 15:15:46.848687,1979,Short Film (Live Action),Strange Fruit,"Seth Pinsker, Producer"
7b2c1499-46cd-4fc4-ae49-03ed145bd7d1,2022-06-21 15:15:46.849586,1979,Sound,The Deer Hunter,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight"
b3aca346-491e-4666-a1ee-1b3a066e9657,2022-06-21 15:15:46.850140,1979,Sound,The Buddy Holly Story,"Tex Rudloff, Joel Fein, Curly Thirlwell, Willie Burton"
7126963a-995c-48d8-a406-6ad5989075f5,2022-06-21 15:15:46.851471,1979,Sound,Days of Heaven,"John K. Wilkinson, Robert W. Glass, Jr., John T. Reitz, Barry Thomas"
b1480309-69f7-4e9e-888d-4b444ec78e86,2022-06-21 15:15:46.852283,1979,Sound,Hooper,"Robert Knudson, Robert J. Glass, Don MacDougall, Jack Solomon"
fd9c002b-07a4-4985-a3ff-4663f403106e,2022-06-21 15:15:46.852937,1979,Sound,Superman,"Gordon K. McCallum, Graham Hartstone, Nicolas Le Messurier, Roy Charman"
ca2443ca-928e-40f4-8fca-0a7ca167204f,2022-06-21 15:15:46.853861,1979,Special Achievement Award (Visual Effects),Superman,"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic"
e30a9416-0f7b-40eb-89c8-a4c2bb7186ae,2022-06-21 15:15:46.855109,1979,Writing (Screenplay Based on Material from Another Medium),Midnight Express,Oliver Stone
51301c78-6ed9-47a0-9e65-37364d100684,2022-06-21 15:15:46.855708,1979,Writing (Screenplay Based on Material from Another Medium),Bloodbrothers,Walter Newman
ca0337c8-81f7-4c3f-a108-858c6f771002,2022-06-21 15:15:46.856215,1979,Writing (Screenplay Based on Material from Another Medium),California Suite,Neil Simon
335c7d02-66cc-4465-a1d5-f126c30fa13b,2022-06-21 15:15:46.857181,1979,Writing (Screenplay Based on Material from Another Medium),Heaven Can Wait,"Elaine May, Warren Beatty"
ec5dad1f-9976-48d1-81d9-55942ecf896f,2022-06-21 15:15:46.858093,1979,Writing (Screenplay Based on Material from Another Medium),"Same Time, Next Year",Bernard Slade
8c617982-d95a-4c43-b1d8-b3b6b76724b4,2022-06-21 15:15:46.859605,1979,Writing (Screenplay Written Directly for the Screen),Coming Home,"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones"
590343ca-bf18-4d76-bfa4-37f545aa8d91,2022-06-21 15:15:46.861514,1979,Writing (Screenplay Written Directly for the Screen),Autumn Sonata,Ingmar Bergman
ddd0d849-73b4-4a6a-a622-07185a43b46e,2022-06-21 15:15:46.862363,1979,Writing (Screenplay Written Directly for the Screen),The Deer Hunter,"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker;  Screenplay by Deric Washburn"
40a52e2f-d236-4c78-8f6f-2c9be37f823d,2022-06-21 15:15:46.863421,1979,Writing (Screenplay Written Directly for the Screen),Interiors,Woody Allen
c2a452af-bf40-4dc8-9ced-3ae49214c7f9,2022-06-21 15:15:46.864777,1979,Writing (Screenplay Written Directly for the Screen),An Unmarried Woman,Paul Mazursky
16aa8597-bbb5-405e-b57f-ba0ac2870f0e,2022-06-21 15:15:47.552604,1980,Actor in a Leading Role,Dustin Hoffman,Kramer vs. Kramer
4e970695-a7a1-4b8f-9b48-ec9bbe28ae82,2022-06-21 15:15:47.553613,1980,Actor in a Leading Role,Jack Lemmon,The China Syndrome
09ef1626-89a5-4973-9d1b-0f0a413f292b,2022-06-21 15:15:47.554897,1980,Actor in a Leading Role,Al Pacino,...And Justice for All
74b25710-176b-4658-8d16-c0a15ab71d23,2022-06-21 15:15:47.555663,1980,Actor in a Leading Role,Roy Scheider,All That Jazz
106dd5b1-521b-4343-b531-bf41b314df02,2022-06-21 15:15:47.556505,1980,Actor in a Leading Role,Peter Sellers,Being There
0604cd54-c67c-4b31-bced-16c688de1b1d,2022-06-21 15:15:47.560806,1980,Actor in a Supporting Role,Melvyn Douglas,Being There
c11025cd-8d11-4ac6-b2f2-e55a03cce232,2022-06-21 15:15:47.562290,1980,Actor in a Supporting Role,Robert Duvall,Apocalypse Now
17ccdaac-e48d-426e-8929-2e17b78c39dc,2022-06-21 15:15:47.563310,1980,Actor in a Supporting Role,Frederic Forrest,The Rose
c733fdd4-7e04-4f79-95fe-2f1ffd3457ad,2022-06-21 15:15:47.586819,1980,Actor in a Supporting Role,Justin Henry,Kramer vs. Kramer
d8aa85f8-b18a-48ab-b39e-025725e693f9,2022-06-21 15:15:47.588393,1980,Actor in a Supporting Role,Mickey Rooney,The Black Stallion
06b60305-1872-4ce1-aadb-1e1ac7bc4355,2022-06-21 15:15:47.592451,1980,Actress in a Leading Role,Sally Field,Norma Rae
109fa165-d2b1-4e6a-bcb5-26b707e4ec75,2022-06-21 15:15:47.596073,1980,Actress in a Leading Role,Jill Clayburgh,Starting Over
e1fc3f1f-05ae-4c99-b32e-84d49f046823,2022-06-21 15:15:47.599896,1980,Actress in a Leading Role,Jane Fonda,The China Syndrome
d01860e8-c08d-49c9-bc4a-50ecdbc7be8c,2022-06-21 15:15:47.601003,1980,Actress in a Leading Role,Marsha Mason,Chapter Two
18df20e7-c49c-458e-9899-bee2f5e9ea71,2022-06-21 15:15:47.605000,1980,Actress in a Leading Role,Bette Midler,The Rose
2f7d0f33-8d4a-439d-a1aa-e30e0bdf6b6b,2022-06-21 15:15:47.609748,1980,Actress in a Supporting Role,Meryl Streep,Kramer vs. Kramer
530b7a61-2cf6-4016-962d-6dcc5c8ceae0,2022-06-21 15:15:47.612895,1980,Actress in a Supporting Role,Jane Alexander,Kramer vs. Kramer
cc30767a-6c07-4271-924c-9e950c6d0442,2022-06-21 15:15:47.615998,1980,Actress in a Supporting Role,Barbara Barrie,Breaking Away
ea0e2f1d-9b95-4959-b2c1-96f0bfb64961,2022-06-21 15:15:47.616927,1980,Actress in a Supporting Role,Candice Bergen,Starting Over
69807375-eaed-4398-9ed8-bd95e158b75a,2022-06-21 15:15:47.617748,1980,Actress in a Supporting Role,Mariel Hemingway,Manhattan
ecdd0a15-e034-481a-9891-acc98c278bda,2022-06-21 15:15:47.626173,1980,Art Direction,All That Jazz,"Art Direction: Philip Rosenberg, Tony Walton; Set Decoration: Edward Stewart, Gary Brink"
c7460bdb-d045-4aea-845f-cb2db9ebe6d6,2022-06-21 15:15:47.628432,1980,Art Direction,Alien,"Art Direction: Michael Seymour, Les Dilley, Roger Christian; Set Decoration: Ian Whittaker"
991082c1-d3b8-4a45-a883-4aefc0f589b7,2022-06-21 15:15:47.637881,1980,Art Direction,Apocalypse Now,"Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson"
be2b28a0-7763-49fb-8548-489ee6159281,2022-06-21 15:15:47.638754,1980,Art Direction,The China Syndrome,Art Direction: George Jenkins; Set Decoration: Arthur Jeph Parker
88249264-01d8-42bf-b612-ab8738a192f8,2022-06-21 15:15:47.639611,1980,Art Direction,Star Trek - The Motion Picture,"Art Direction: Harold Michelson, Joe Jennings, Leon Harris, John Vallone; Set Decoration: Linda DeScenna"
e786c69c-4859-41ef-aac7-3684926805a8,2022-06-21 15:15:47.649865,1980,Cinematography,Apocalypse Now,Vittorio Storaro
74142ff3-77a8-4f38-a110-47167804f8fb,2022-06-21 15:15:47.650832,1980,Cinematography,All That Jazz,Giuseppe Rotunno
ea71c90d-3ffa-432b-a847-9113d09006e3,2022-06-21 15:15:47.651634,1980,Cinematography,The Black Hole,Frank Phillips
7e632850-6fb7-4e17-98a8-ad986ba6b084,2022-06-21 15:15:47.654785,1980,Cinematography,Kramer vs. Kramer,Nestor Almendros
09043ee6-1ac5-4495-9c9b-9e2a22888371,2022-06-21 15:15:47.655545,1980,Cinematography,1941,William A. Fraker
8f076bdd-7c74-4558-bb3d-82fd76043aaa,2022-06-21 15:15:47.660673,1980,Costume Design,All That Jazz,Albert Wolsky
af0382c7-a64f-443f-b0f6-370f6532e98c,2022-06-21 15:15:47.661586,1980,Costume Design,Agatha,Shirley Russell
9652e787-7daf-4216-bb91-39590a990896,2022-06-21 15:15:47.662862,1980,Costume Design,Butch and Sundance: The Early Days,William Ware Theiss
eeb3822a-0abd-4cd4-aa7c-d3b0c80635be,2022-06-21 15:15:47.664012,1980,Costume Design,The Europeans,Judy Moorcroft
ffd3a343-332e-431b-a2da-3619fcd59326,2022-06-21 15:15:47.665198,1980,Costume Design,La Cage aux Folles,"Piero Tosi, Ambra Danon"
61444865-caca-453b-829f-19d1d6c48f92,2022-06-21 15:15:47.667000,1980,Directing,Kramer vs. Kramer,Robert Benton
77d3b366-9f8d-4561-a4c5-bdeaa9bf6028,2022-06-21 15:15:47.668259,1980,Directing,All That Jazz,Bob Fosse
731df320-c91d-4fa9-95be-dafd8716c5ce,2022-06-21 15:15:47.669272,1980,Directing,Apocalypse Now,Francis Coppola
fc267f3b-503e-47c7-92b1-607cb145c9d4,2022-06-21 15:15:47.670719,1980,Directing,Breaking Away,Peter Yates
035f844b-6e20-475a-b3ff-92587e466a1d,2022-06-21 15:15:47.672351,1980,Directing,La Cage aux Folles,Edouard Molinaro
fbcc21f8-a1e1-4c36-b1c3-f7f0761e9bed,2022-06-21 15:15:47.675455,1980,Documentary (Feature),Best Boy,"Ira Wohl, Producer"
dac6238b-5057-4b45-8985-8e084d273124,2022-06-21 15:15:47.677540,1980,Documentary (Feature),Generation on the Wind,"David A. Vassar, Producer"
c936b0ea-ef58-4f90-9297-850beddf35d3,2022-06-21 15:15:47.679378,1980,Documentary (Feature),Going the Distance,"Paul Cowan and Jacques Bobet, Producers"
ead80783-dc18-4fad-bfe0-a50f651c5072,2022-06-21 15:15:47.681613,1980,Documentary (Feature),The Killing Ground,"Steve Singer and Tom Priestley, Producers"
367706a6-1466-466e-bd08-ebed5e1c92f2,2022-06-21 15:15:47.683478,1980,Documentary (Feature),The War at Home,"Glenn Silber and Barry Alexander Brown, Producers"
c18d6dd4-8b8e-4a43-8012-994130875109,2022-06-21 15:15:47.711886,1980,Documentary (Short Subject),Paul Robeson: Tribute to an Artist,"Saul J. Turell, Producer"
9cfd7522-a142-4bb3-901d-7ad881f3e42f,2022-06-21 15:15:47.785872,1980,Documentary (Short Subject),Dae,"Risto Teofilovski, Producer"
fddd6191-4f2b-47a1-8d6a-d7f94d98ee37,2022-06-21 15:15:47.804804,1980,Documentary (Short Subject),Koryo Celadon,"Donald A. Connolly and James R. Messenger, Producers"
5a937c83-ae3a-4917-9a05-a9f8f5647281,2022-06-21 15:15:47.809397,1980,Documentary (Short Subject),Nails,"Phillip Borsos, Producer"
34ab5851-811a-40ca-b8bd-2c0b06963084,2022-06-21 15:15:47.816287,1980,Documentary (Short Subject),Remember Me,"Dick Young, Producer"
8c8f3c55-d7b7-4ee7-b9e8-5888e54375e7,2022-06-21 15:15:47.822645,1980,Film Editing,All That Jazz,Alan Heim
aac41e1c-ab09-420d-b466-3429101abb5b,2022-06-21 15:15:47.831476,1980,Film Editing,Apocalypse Now,"Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman"
f3d5a60f-3f3d-47c6-9f5d-c074de9ca9e3,2022-06-21 15:15:47.834843,1980,Film Editing,The Black Stallion,Robert Dalva
c4cbe42d-0df0-4592-bbfd-31c758917b21,2022-06-21 15:15:47.846658,1980,Film Editing,Kramer vs. Kramer,Jerry Greenberg
7f715311-d043-418b-a84f-dfe5af24c582,2022-06-21 15:15:47.851497,1980,Film Editing,The Rose,"Robert L. Wolfe, C. Timothy O'Meara"
14901f15-457a-4a28-93f8-c9e018654de4,2022-06-21 15:15:47.853869,1980,Foreign Language Film,The Tin Drum,Federal Republic of Germany
0630f2a3-e600-4d74-8c21-8dee7bdcd327,2022-06-21 15:15:47.854749,1980,Foreign Language Film,The Maids of Wilko,Poland
4b0f06d9-8b3f-4f8b-a082-826424bed44e,2022-06-21 15:15:47.856333,1980,Foreign Language Film,Mama Turns a Hundred,Spain
f26ca8ae-5313-45cb-bd4c-732d9dda5f35,2022-06-21 15:15:47.871837,1980,Foreign Language Film,A Simple Story,France
f44138c6-15cc-4e05-952f-81904f831bde,2022-06-21 15:15:47.881650,1980,Foreign Language Film,To Forget Venice,Italy
a9981cf7-5565-4bb3-b255-5e1d0e3fcf96,2022-06-21 15:15:47.889613,1980,Music (Original Score),A Little Romance,Georges Delerue
5ba8b81a-c30f-42f6-a9ca-b3bcf0255d54,2022-06-21 15:15:47.893246,1980,Music (Original Score),The Amityville Horror,Lalo Schifrin
80c9fabf-7fc6-4f24-ba79-45ec20d783c9,2022-06-21 15:15:47.894142,1980,Music (Original Score),The Champ,Dave Grusin
e4c014fb-a596-4607-baf7-49e7b44bc05e,2022-06-21 15:15:47.894903,1980,Music (Original Score),Star Trek - The Motion Picture,Jerry Goldsmith
65d266ac-5210-43a9-8b1c-925d0739e2c9,2022-06-21 15:15:47.902030,1980,Music (Original Score),10,Henry Mancini
23fe5364-4f47-453d-917c-27770619d9e0,2022-06-21 15:15:47.905792,1980,Music (Original Song Score and Its Adaptation -or- Adaptation Score),All That Jazz,Adaptation Score by Ralph Burns
be01bc39-2362-45df-92f6-84964e9cca24,2022-06-21 15:15:47.906892,1980,Music (Original Song Score and Its Adaptation -or- Adaptation Score),Breaking Away,Adaptation Score by Patrick Williams
23bb7ca8-986e-4bda-ae20-91d81860d552,2022-06-21 15:15:47.908072,1980,Music (Original Song Score and Its Adaptation -or- Adaptation Score),The Muppet Movie,Song Score by Paul Williams and Kenny Ascher; Adaptation Score by Paul Williams
83863c73-7f9a-449d-bc42-fa7227cce074,2022-06-21 15:15:47.910215,1980,Music (Original Song),Norma Rae,"It Goes Like It Goes in ""Norma Rae"" Music by David Shire; Lyric by Norman Gimbel"
8d648485-9620-44eb-9e86-943bc9ec1461,2022-06-21 15:15:47.911043,1980,Music (Original Song),The Promise,"I'll Never Say 'Goodbye' in ""The Promise"" Music by David Shire; Lyric by Alan Bergman and Marilyn Bergman"
b603cd9e-32e0-4677-aef3-ec32ad3eded8,2022-06-21 15:15:47.911897,1980,Music (Original Song),10,"It's Easy To Say in ""10"" Music by Henry Mancini; Lyric by Robert Wells"
94d0d89c-3c65-4042-b3e3-793854f9033c,2022-06-21 15:15:47.912819,1980,Music (Original Song),The Muppet Movie,"The Rainbow Connection in ""The Muppet Movie"" Music and Lyric by Paul Williams and Kenny Ascher"
fe6ab4c9-738a-4bba-b023-5ba8605a939c,2022-06-21 15:15:47.914110,1980,Music (Original Song),Ice Castles,"Through The Eyes Of Love in ""Ice Castles"" Music by Marvin Hamlisch; Lyric by Carole Bayer Sager"
39510a71-4af2-4887-bbfd-b861b8299cf6,2022-06-21 15:15:47.916425,1980,Best Picture,Kramer vs. Kramer,"Stanley R. Jaffe, Producer"
cd7a05c3-8a0e-4a55-b48b-cc643e8e1eb2,2022-06-21 15:15:47.917881,1980,Best Picture,All That Jazz,"Robert Alan Aurthur, Producer"
